id,title,kind,category,platform,sourceUrl,sourceFile,author,tags,summary,materialUrls,searchQueries,applicableScene,applicableSubject,replicability,shootingRisk,coreFocus,priceTier,worth,whyWorth,licenseClass,shotSizeNormalized,cameraMovement,compositionNormalized,workflowStage,seoTitle,seoKeywords,usageNote,status,priority
"小清新少女风拍摄手册-条目-27-27","条目 27","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","低头看地 / 害羞感 / ""头低一点，眼睛看地下，嘴角微微笑""","","条目 27 姿势/引导；条目 27 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","条目 27 - 姿势/引导摄影参考","条目 27；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-条目-28-28","条目 28","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","低头侧看 / 故事感 / ""头低，眼睛往右下方看——好""","","条目 28 姿势/引导；条目 28 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","条目 28 - 姿势/引导摄影参考","条目 28；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-条目-29-29","条目 29","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","仰头看天 / 清新感 / ""头抬起来，看天上——好——笑""","","条目 29 姿势/引导；条目 29 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","条目 29 - 姿势/引导摄影参考","条目 29；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-条目-30-30","条目 30","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","仰头看镜头 / 活泼感 / ""下巴抬起来，眼睛看我——对——好""","","条目 30 姿势/引导；条目 30 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导；构图镜头","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","条目 30 - 姿势/引导摄影参考","条目 30；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-条目-31-31","条目 31","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","仰头侧看 / 灵动 / ""头后仰一点，眼睛往上看——好""","","条目 31 姿势/引导；条目 31 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","条目 31 - 姿势/引导摄影参考","条目 31；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-条目-32-32","条目 32","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","歪头看镜头 / 可爱 / ""头歪一点，眼睛看镜头——笑了——好""","","条目 32 姿势/引导；条目 32 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导；构图镜头","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","条目 32 - 姿势/引导摄影参考","条目 32；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-条目-33-33","条目 33","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","歪头看远方 / 文艺 / ""头歪，看向远方——对——好""","","条目 33 姿势/引导；条目 33 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","条目 33 - 姿势/引导摄影参考","条目 33；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-条目-34-34","条目 34","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","歪头不看镜头 / 神秘感 / ""头歪，眼睛看那边，别看镜头——好""","","条目 34 姿势/引导；条目 34 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导；构图镜头","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","条目 34 - 姿势/引导摄影参考","条目 34；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-条目-35-35","条目 35","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","背对回头 / ""背对我，慢慢转头回头——对——笑——好""","","条目 35 姿势/引导；条目 35 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","条目 35 - 姿势/引导摄影参考","条目 35；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-条目-36-36","条目 36","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","侧身回眸 / ""身体侧过来，头慢慢转过来看镜头——好""","","条目 36 姿势/引导；条目 36 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导；构图镜头","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","条目 36 - 姿势/引导摄影参考","条目 36；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-条目-37-37","条目 37","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","走动回眸 / ""往前走，走到那边回头——对——好——再来""","","条目 37 姿势/引导；条目 37 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","long-shot","travelling-in","saliency-focus","shot-planning","条目 37 - 姿势/引导摄影参考","条目 37；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-重心放后脚-38","重心放后脚","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","重心放后脚 / ""脚前后站，重心放后脚，前面那只脚踮起来""","","重心放后脚 姿势/引导；重心放后脚 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","long-shot","static","saliency-focus","shot-planning","重心放后脚 - 姿势/引导摄影参考","重心放后脚；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-重心放前脚-39","重心放前脚","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","重心放前脚 / ""脚前后站，重心放前脚，后脚踮起来""","","重心放前脚 姿势/引导；重心放前脚 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","long-shot","static","saliency-focus","shot-planning","重心放前脚 - 姿势/引导摄影参考","重心放前脚；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-重心居中-40","重心居中","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","重心居中 / ""双脚分开与肩同宽，膝盖放松""","","重心居中 姿势/引导；重心居中 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","center","shot-planning","重心居中 - 姿势/引导摄影参考","重心居中；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-靠墙-41","靠墙","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","靠墙 / ""背靠墙，肩膀往下沉，手插口袋，头歪一点""","","靠墙 姿势/引导；靠墙 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","靠墙 - 姿势/引导摄影参考","靠墙；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
